Sentiment,SentimentText
1,ఈ పరిశోధనల వివరాలను అసోసియేషన్ ఆప్ కన్స్యూమర్ రీసెర్చ్ అనే జర్నల్ లో ప్రచురించింది. 
1,ఆహారం తీసుకున్నప్పుడు గ్లూకోజ్ స్థాయులను పరిశీలిస్తూ వీరు పలు పరిశోధనలు నిర్వహించినట్టు జర్నల్ పేర్కొంది. 
1,"ఆకలిగా ఉన్నప్పుడు ఆహారం తీసుకోవడం ద్వారా ఆరోగ్యం సంక్రమిస్తుందని, "
0,ఆకలి లేనప్పుడు సరదాగా తినే తిండి అనారోగ్యంపాలు చేస్తుందని వీరి పరిశోధనల ద్వారా వెల్లడైందని జర్నల్ తెలిపింది. 
1,ఎవరైనా బలవంతం చేస్తే మొహమాటానికి తింటే మాత్రం రాబోవు అనారోగ్యాల‌ను స్వాగ‌తించ‌డం త‌ప్ప మ‌రోప‌ని ఉండ‌దు. 
1,"భారతీయ చిత్రసీమలో దిగ్గజ నటులుగా వెలుగొందుతున్నారు అమితాబ్‌బచ్చన్‌, కమల్‌హాసన్‌.  "
1,ఎన్నో అజరామరమైన పాత్రలు సినిమాలతో సుదీర్ఘకాలంగా ప్రేక్షకుల్ని అలరిస్తున్నారీ లెజెండరీ స్టార్స్‌.  
0,ఈ ఇద్దరు అగ్ర నటులు తొలిసారి కలిసి నటించిన  సినిమా మాత్రం విడుదలకు నోచుకోలేదు. 
0, రోగి కారుణ్య మరణ అనుమతి కోసం ప్రయత్నించే డాక్టర్‌  ఇతివృత్తంతో ఈసినిమా తెరకెక్కింది. 
0,"అమితాబ్‌బచ్చన్‌, కమల్‌హాసన్‌ కథానాయకులుగా నిర్మాత అట్లూరి పూర్ణచంద్రరావు ఖబర్ధార్‌ పేరుతో  హిందీలో ఓ సినిమాను నిర్మించారు."
0, ఓ హాలీవుడ్‌ సినిమా ఆధారంగా మెర్సీ కిల్లింగ్‌ కథాంశంతో దర్శకుడు తాతినేని రామారావు ఈసినిమాను తెరకెక్కించారు.
0,ఈ సినిమాలో కమల్‌హాసన్‌ వ్యాధిగ్రస్తుడిగా నటించగా అతడికి చికిత్స చేసే డాక్టర్‌గా అమితాబ్‌బచ్చన్‌ కనిపించారు
1, సినిమా చిత్రీకరణ పూర్తయింది.  విడుదల సమయంలో అమితాబ్‌బచ్చన్‌ రాజకీయాల్లోకి అడుగుపెట్టారు
1,రాజకీయ పరంగా ఇమేజ్‌కు భంగం కలగకూడదనే ఆలోచనతో అమితాబ్‌బచ్చన్‌ కోరిక మేరకు నిర్మాత అట్లూరి పూర్ణచంద్రరావు ఈసినిమా విడుదలను వాయిదావేశారు.
0, ఆ తర్వాత ప్రేక్షకుల ముందుకు తీసుకురావాలని భావించినా ఇదే తరహా కథాంశాలతో సినిమాలు రూపొందడంతో ఆ ఆలోచనను విరమించుకున్నారు. 
0," ఇందులో శ్రీదేవి, జయప్రద హీరోయిన్లుగా నటించారు."
0,కోవిడ్‌-19 వైరస్‌ పుట్టుకకు కారణమైన చైనా ప్రపంచం అనుమానించినట్లుగానే చాపకింద నీరులా తన ఆర్థిక సామ్రాజ్యాన్ని నిర్మించుకుంటున్నది
0,. కరోనాను కట్టడి చేయలేక ప్రపంచ దేశాలన్నీ తల్లడిల్లుతున్నాయి. వ్యాపారాలన్నీ మూతపడి కంపెనీలన్నీ దివాళా తీస్తున్నాయి.
0, ఇదే సమయంలో చైనా కంపెనీలు ఒక్కో కంపెనీనీ చడీచప్పుడు లేకుండా హస్తగతం చేసుకుంటుండటంతో అనేక దేశాలు ఆందోళన చెందుతున్నాయి.
1,చైనా కుతంత్రాన్ని ముందుగా గుర్తించినది యూరోపియన్‌ యూనియన్‌. 
0, భారత్‌ కూడా చైనా ఆర్థిక సామ్రాజ్యవాదాన్ని నిలువరించేందుకు ఎఫ్‌డీఐల విషయంలో నిబంధనలు కఠినతరం చేసింది.
0,ఈ ఏడాది 18న కెనడా కూడా ఇదే విధమైన ఆంక్షలు విధించింది. 
1, భారత్‌కంటే ముందే చాలా దేశాలు చైనా ఎత్తుగడలను గుర్తించి జాగ్రత్తపడ్డాయి.
1,ఈ దేశాల బాటలోనే ఇండియా కూడా నడిచింది.
0, ఈ నెల 17న తనతో సరిహద్దులు పంచుకుంటున్న దేశాల నుంచి వచ్చే విదేశీ ప్రత్యక్ష పెట్టుబడులు కచ్చితంగా ప్రభుత్వ పరిశీలన అనంతరమే అమల్లోకి వచ్చేలా నిబంధనలు కఠినం చేసింది.
0,చైనా ప్రభుత్వ ఆధీనంలో ఉన్న బడా సంస్థలు యూరప్‌లోని పలు కీలక రంగాల్లో ఉన్న పరిశ్రమల్లో భారీగా పెట్టుబడులు పెట్టడాన్ని 
0,దేశంలోని ఏ కంపెనీలోకి వచ్చే ఎఫ్‌డీఐ ఐయినా ప్రభుత్వం పరిశీలించి అనుమతి ఇస్తేనే ఆచరణలోకి వస్తుందని స్పష్టంచేసింది. 
0," నిజానికి గతంలో పాకిస్థాన్‌, బంగ్లాదేశ్‌ నుంచి వచ్చే ఎఫ్‌డీఐలకు మాత్రమే ఈ నిబంధన ఉండేది. తాజాగా చైనా, నేపాల్‌, భూటాన్‌, బర్మా, శ్రీలంకలకు కూడా ఈ నిబంధనలను వర్తింపజేసింది. "
0,ఈయూ నేతలు ముందుగా అనుమానించారు. 
0,"కంప్యూటర్‌, మిలిటరీ, క్వాంటమ్‌ టెక్నాలజీ తదితర రంగాల్లోకి "
0,దేశంలో అతిపెద్ద నాన్‌బ్యాంకింగ్‌ మార్ట్‌గేజ్‌ సంస్థ హెచ్‌డీఎఫ్‌సీలో చైనా జాతీయ బ్యాంకు పీపుల్స్‌ బ్యాంక్‌ ఆఫ్‌ చైనా తన వాటాను 0.8 నుంచి 1.01శాతానికి పెంచుకోవటంతో 
0,వెంటనే జాగ్రత్తపడి మార్చి 25న విదేశీ పెట్టుబడులపై ఆంక్షలు విధించారు.
0,ఇక అగ్ర రాజ్యం అమెరికా కూడా ఇదేవిధమైన చర్యలు చేపట్టింది.
0, అమెరికా విదేశీ పెట్టుబడుల కమిటీ (సీఎఫ్‌ఐయూఎస్‌) ఎఫ్‌డీఐలు తమ దేశభద్రతకు భంగం కలిగించే అవకాశం ఏమైనా ఉందా అన్నదానిపై తీక్షణంగా పరిశీలిస్తున్నది.
0, కరోనా సంక్షోభంతో దివాళా అంచున ఉన్న కంపెనీలను అతితక్కువ మొత్తానికి చైనా కంపెనీలు ఆక్రమించుకోవటాన్ని అడ్డుకున్నారు.
0,భారత ప్రభుత్వం ప్రమాదాన్ని శంకించి ఆంక్షలు విధించిం
1, ఎఫ్‌డీఐలను ప్రభుత్వాలు పరిశీలించిన తర్వాత అనుమతులు ఇవ్వాలని సభ్యదేశాలకు ఈయూ సూచించింది. 
0,"దాంతో జర్మనీ, ఇటలీ, ఫ్రాన్స్‌, స్పెయిన్‌ దేశాలు చైనా పెట్టుబడులపై కఠిన ఆంక్షలు అమలుచేస్తున్నాయి. "
0,ఈ దేశాలన్నీ కరోనాతో సతమతమవుతుండటం గమనార్హం.  
0,ఆస్ట్రేలియా కూడా మార్చి 30 నుంచి విదేశీ ప్రత్యక్ష పెట్టుబడులపై నిబంధనలు కఠినం చేసింది.
0," దాంతో ఆ దేశంలోని విమానయాన, మెడికల్‌ కంపెనీలు చైనా కంపెనీల చేతుల్లోకి వెళ్లకుండా అడ్డుకున్నది."
0,వచ్చే విదేశీ పెట్టుబడులు తప్పనిసరిగా ప్రభుత్వ అనుమతి తీసుకోవాలని ఇటీవలే ఈయూ నుంచి బయటకు వచ్చిన బ్రిటన్‌ కూడా గట్టి ఆదేశాలిచ్చింది. 
0,తెలంగాణలో మంగళవారం ఒక్కరోజే కొత్తగా 56 కరోనా పాజిటివ్‌ కేసులు నమోదయ్యాయి.
0, దీంతో  ఇప్పటి వరకు రాష్ట్రంలో కరోనా సోకిన వారి  సంఖ్య 928కి పెరిగింది. 
0,ఇప్పటి వరకు కరోనా బారినపడి 23 మంది మరణించారు. ప్రస్తుతం తెలంగాణలో 711 యాక్టివ్‌ కేసులు ఉన్నాయి. 
1,ఇవాళ కరోనా నుంచి  కోలుకొని 8 మంది డిశ్చార్జ్‌ కాగా ఇప్పటి వరకు మొత్తం 194 మంది డిశ్చార్జ్‌ అయ్యారు. 
0,"సూర్యాపేట జిల్లాలో ఒక్కరోజే 26 కొత్త కేసులు వెలుగులోకి వచ్చాయి. జీహెచ్‌ఎంసీలో 19, నిజామాబాద్‌లో 3, గద్వాలలో 2, ఆదిలాబాద్‌లో 2 పాజిటివ్‌ కేసులు నిర్ధారణ కాగా  .."
0,"ఖమ్మం, మేడ్చల్‌, వరంగల్‌, రంగారెడ్డి జిల్లాల్లో ఒక్కోటి చొప్పున కరోనా కేసులు   నమోదయ్యాయి. "
0,అనుకోకుండా వచ్చిన అవకాశాలే కొందరిని జీవితాల్ని మలుపుతిప్పుతాయి. సీనియర్‌ హీరో అర్జున్‌ కెరీర్‌ను అందుకు ఉదాహరణగా అభివర్ణించవచ్చు.
1,సినీ పరిశ్రమలో అదృష్టం ఎవరిని ఏ రూపంలో వరిస్తుందో చెప్పడం కష్టమే. 
0, ఈ సినిమాకు ముందు అర్జున్‌ సినీ కెరీర్‌ కష్టాల్లో ఉంది. వరుస పరాజయాలతో అతడితో సినిమాలు చేయడానికి దర్శకులెవరూ  
1, శంకర్‌ దర్శకత్వంలో రూపొందిన జెంటిల్‌మెన్‌ చిత్రం అర్జున్‌ కెరీర్‌లో మైలురాయిగా నిలిచింది.
0, అయితే ఈ సినిమాలో హీరోగా అర్జున్‌ ఫస్ట్‌ఛాయిస్‌ కాదు.
0," తొలుత శరత్‌కుమార్‌తో ఈ సినిమా చేయాలని దర్శకుడు శంకర్‌, నిర్మాత కుంజుమోన్‌ భావించారు. శరత్‌కుమార్‌కు కథను వినిపించారు."
0, ఆ సమయంలో శరత్‌కుమార్‌ ఇతర చిత్రాలతో  బిజీగా ఉండటంతో పాటు గత సినిమాల ఫలితాల పరంగా ఎదురైన విమర్శల్ని 
1,దృష్టిలో పెట్టుకొని కొత్త దర్శకుడైన శంకర్‌తో పనిచేయడానికి విముఖత చూపారు. శరత్‌కుమార్‌  తిరస్కరించడం అర్జున్‌కు కలిసివచ్చింది.
1,"ముందుకు రాకపోవడంతో తానే సొంతంగా మెగాఫోన్‌ పట్టి సేవగన్‌, ప్రతాప్‌ అనే సినిమాలు చేశారు."
0, అలాంటి విపత్కర పరిస్థితుల్లో జెంటిల్‌మెన్‌ కథతో శంకర్‌ అతడిని వెతుక్కుంటూ వచ్చాడు. 
1,ఈ సినిమా అద్వితీయ విజయం సాధించడంతో హీరోగా  అర్జున్‌ వెనుతిరిగి చూసుకోవాల్సిన అవసరం రాలేదు.
0,ఈ సినిమా అర్జున్‌కు సంతోషాన్ని మిగిలిస్తే శరత్‌కుమార్‌ జీవితాంతం బాధను మిగిల్చింది. 
1,ఈ సినిమాతోనే శంకర్‌ దర్శకుడిగా పరిచయమయ్యారు. విద్యావ్యవస్థలోని లోపాలపై పోరాడే ఓ యువకుడి కథతో తెరకెక్కిన 
1,ఈ చిత్రం విమర్శకుల ప్రశంసలతో పాటు పలు అవార్డులను అందుకున్నది
0,. జెంటిల్‌మెన్‌ హిందీ రీమేక్‌లో చిరంజీవి కథానాయకుడిగా నటించారు.
1," తమిళం, తెలుగు భాషల్లో అగ్రనటుడిగా అతడికి ఇమేజ్‌ను తెచ్చిపెట్టింది."
1,"నర్సాపూర్‌, నమస్తే తెలంగాణ : వలస కార్మికులను ఆదుకుంటామని ఎంపీ కొత్త ప్రభాకర్‌రెడ్డి అన్నారు. "
1,"నర్సాపూర్‌ ఆర్టీసీ డిపో మైదానంలో ఆదివారం ఆటోడ్రైవర్లకు అక్షయ పాత్ర స్వచ్ఛంద సంస్థ సాయంతో బియ్యం, నిత్యావసర సరుకులను ఎంపీ పంపిణీ చేశారు"
1,". ఈ సందర్భంగా ఎంపీ మాట్లాడుతూ సీఎం కేసీఆర్‌ ఆదేశాల మేరకు వలస కార్మికులకు బియ్యం, డబ్బులను ఇస్తున్నామన్నారు. ప్రతిఒక్కరూ సామాజిక దూరం పాటించాలన్నారు."
1," కొనుగోలు కేంద్రాల వద్ద ఇబ్బందులు తలెత్తకుండా ప్రభుత్వం చర్యలు తీసుకుంటుందని, రైతులు ఆందోళన చెందొద్దన్నారు."
1," అక్షయ పాత్ర నుంచి నర్సాపూర్‌లో 500 మందికి, చిలిపిచెడ్‌లో 100 మందికి, వెల్దుర్తి మండలం మాసాయిపేటలో 100 మందికి బియ్యం, "
1,"నిత్యావసర సరుకులను అందజేశామన్నారు. అనంతరం ఎమ్మెల్యే మదన్‌రెడ్డి, మాజీ మంత్రి సునీతారెడ్డిలు మాట్లాడుతూ కరోనా వైరస్‌ కట్టడిలో పోలీసులు,"
1," గ్రామసేవకుల పాత్ర ఎంతో గొప్పదన్నారు కార్యక్రమంలో జిల్లా గ్రంథాలయ సంస్థ చైర్మన్‌ చంద్రాగౌడ్‌, మున్సిపల్‌ చైర్మన్‌ మురళీయాదవ్‌, అక్షయ పాత్ర ప్రతినిధి లోహిత్‌చంద్‌, "
0,"మున్సిపల్‌ వైస్‌ చైర్మన్‌ నహీం, కౌన్సిలర్లు అశోక్‌గౌడ్‌, రామచందర్‌, యాదగిరి, టీఆర్‌ఎస్‌ నాయకులు మల్లేశ్‌గౌడ్‌, శేఖర్‌, హబీబ్‌ఖాన్‌ ఉన్నారు."
1,"మనోహరాబాద్‌ రైల్వేస్టేషన్‌ వద్ద ఒరిస్సా రాష్ర్టానికి చెందిన 16 నిరుపేద కుటుంబాలకు బియ్యం, రూ. 500 నగదును జెడ్పీ చైర్‌పర్సన్‌ హేమలతాశేఖర్‌గౌడ్‌ అందజేశారు.  "
1,"ఈ కార్యక్రమంలో ఆత్మకమిటీ డైరెక్టర్‌ భిక్షపతి, నాయకులు దశరథ, నరేందర్‌గౌడ్‌, ఆంజనేయులు, వీఆర్‌వో హరీశ్‌ తదితరులు పాల్గొన్నారు"
1,"మెదక్‌, నమస్తే తెలంగాణ : మహారాష్ట్ర, గుజరాత్‌, ఉత్తరప్రదేశ్‌ రాష్ర్టాల నుంచి మెదక్‌ పట్టణానికి వచ్చిన "
1, మెదక్‌ మండలం మంబోజిపలికి మహారాష్ట్ర నుంచి వలస వచ్చిన 15 మంది కార్మికులకు గ్రామీణ వికాస్‌ బ్యాంక్‌ ఆధ్వర్యంలో నిత్యావసర వస్తువులు అందజేశారు. 
1,ఈ సందర్భం గా సొసైటీ చైర్మన్‌ మనోహర్‌ మాట్లాడుతూ టోకెన్‌ నంబర్‌ ప్రకారం ధాన్యాన్ని తీసుకురావాలన్నారు.
1, వలస కార్మికులకు 25వ వార్డు కౌన్సిలర్‌  కృష్ణారెడ్డి  12 కిలోల రేషన్‌  బియ్యంతో పాటు రూ.500 నగదును అందజేశారు.
1,ధాన్యం కొనుగోలు కేంద్రాన్ని రైతులు సద్వినియోగం చేసుకోవాలని కొల్చారం సొసైటీ చైర్మన్‌ మనోహర్‌ అన్నారు. 
1,"సొసైటీ పరిధిలోని అప్పాజిపల్లిలో శనివారం ఎంపీటీసీ భాగ్యలక్ష్మి సిద్ధిరాములు, సర్పంచ్‌ ఝాన్సీలక్ష్మి యాదగిరితో కలిసి కొనుగోలు కేంద్రాన్ని ప్రారంభించారు. "
0," ఎంపీడీవో లక్ష్మణమూర్తి, ఏవో శ్రీనివాస్‌లు పరిశీలించారు. "
0,"చిన్నశంకరంపేట : మండలంలోని మిర్జాపల్లి, కామారం గ్రామాల్లో ఏర్పాటు చేసిన కొనుగోలు కేంద్రాలను శనివారం తహసీల్దార్‌ రాజేశ్వర్‌రావు,"
1,ఈ సందర్భంగా తహసీల్దార్‌ రాజేశ్వర్‌రావు మాట్లాడుతూ కొనుగోలు కేంద్రాల్లో రైతులకు ఎలాంటి ఇబ్బందులు కలుగకుండా
1, అన్ని చర్యలు తీసుకోవాలని నిర్వాహకులకు సూచించారు. కొనుగోలు కేంద్రాల్లో రైతులు సామాజిక దూరాన్ని పాటించాలని సూచించారు. 
1,"కార్యక్రమంలో సర్పంచులు యాదగిరి యాదవ్‌, శ్రీనివాస్‌రెడ్డి, రైతులు  ఉన్నారు."
1,మేకప్‌ అనేది ఒక కళ. దీనికి సుదీర్ఘ చరిత్ర ఉంది. సినిమా పుట్టుకకు ముందే మేకప్‌ పుట్టింది.
1, పూర్వం నాటకాలు ఓ వెలుగు వెలిగాయి. ఒకరకంగా నాటక రంగంతోనే మేకప్‌ పుట్టింది. 
1,నాటకంలోని పాత్రలను గుర్తించడానికి మేకప్‌ తప్పనిసరి అయ్యింది. సినిమా ప్రవేశం తర్వాత సినిమా ఆర్టిస్టులకు కూడా మేకప్‌ అవసరమైంది. 
1,పాత్ర స్వభావాన్ని బట్టి మేకప్‌ మారుతుంది. క్యారెక్టరైజేషన్‌ను ఫోకస్‌ చేయడానికి మేకప్‌ ఎంతో అవసరం. మేకప్‌మాన్‌ది ఆర్టిస్ట్‌తో విడదీయరాని అనుబంధం.
1," ఎన్టీఆర్‌, ఏఎన్నార్‌, కృష్ణల కాలం నుండే దాదాపు పర్సనల్‌ మేకప్‌మాన్‌లు ఉన్నారు. ముఖ్య పాత్రధారులు కూడా వ్యక్తిగత మేకప్‌మాన్‌లను ఏర్పాటు చేసుకునేవారు."
1, పాత్రకు తగినట్లు వారికి కేశాలంకరణ చేస్తున్నారు.
0,సాధారణంగా మేకప్‌ కోసం వినియోగించే రంగులతో సైడ్‌ ఎఫెక్ట్స్‌ ఉంటాయని చాలామంది చెబుతుంటారు. ఇది అపోహే. 
0,ఒకప్పుడు మేకప్‌ అంటే పెద్ద పని. ఎక్కువగా పౌరాణిక సినిమాలు వచ్చేవి. 
0,"మేకప్‌ మెటీరియల్‌లో ఎక్కువగా క్రీములు, పౌడర్లే ఉంటాయి. ఆ రంగులన్నీ శరీరానికి "
0,"మేలుచేసేవే. షూటింగ్‌లో నటులు గంటల తరబడి ఎండలో, లైట్ల వెలుతురులో ఉండాలి."
0, ఆ వేడిని తట్టుకోలేరు. అలాంటి సమయంలో మేకప్‌ చర్మానికి రక్షణ కవచంగా నిలుస్తుంది.
0, రెగ్యులర్‌గా మేకప్‌ వేసుకునేవారి చర్మం అందుకే పాడవదు
0,మేకప్‌లో ఏదైనా తేడా ఉంటే వెంటనే చెబుతారు. 
0,ఇలా అయితే బాగుంటుందేమో అని సలహా ఇస్తారు. 
0,అదే కంపెనీ మేకప్‌మాన్‌లతో అంత ఫ్రీగా ఉండలేరు. 
0,నేను నరేష్‌గారి దగ్గర పర్సనల్‌ మేకప్‌ ఆర్టిస్ట్‌గా ఎక్కువకాలం పనిచేశాను. 
1," మహిళను కాబట్టే, పరిశ్రమ నన్ను కాదనుకుంటున్నదని తెలిసినప్పుడు ఆయన నాకెంతో మానసిక ైైస్థెర్యాన్ని ఇచ్చారు."
1, ఆ ధైర్యంతోనే నేను ఎక్కువకాలం ఇండస్ట్రీలో పనిచేయగలిగాను. బాలీవుడ్‌ నటులకూ మేకప్‌ వేసే అదృష్టం నాకు దక్కింది. వాళ్లూ అంతే.
1, చాలా గౌరవంగా చూస్తారు. నాకు ఇన్ని అవకాశాలు ఇచ్చిన పరిశ్రమకు రుణపడి ఉంటాను. 
0,"పాత్రలకు తగినట్లు మేకప్‌ చేయాలంటే.. కిరీటం, గద, మీసాలు, జుత్తు.. అన్నీ అలంకరించాలి. దీంతో, చాలా సమయం పట్టేది"
0,. అందుకే షూటింగ్‌కి ముందే స్టూడియోకు చేరుకుని మేకప్‌ వేయించుకునేవారు. కొంతమంది సీనియర్‌ నటులు ఇంట్లోనే మేకప్‌ చేయించుకుని షూటింగ్‌కు హాజరయ్యేవారు. 
0,"పాత్ర స్వభావం మారితే తప్ప, సాయంత్రం వరకు అదే మేకప్‌ను కొనసాగిస్తారు"
0,. అవసరాన్ని బట్టి టచప్‌ మాత్రం చేస్తారు.
0, ఆధునిక సౌకర్యాల పుణ్యమాని.. 
0,"ముప్పై నిమిషాల్లో మేకప్‌ వేయగలుగుతున్నారు. పర్సనల్‌ మేకప్‌మాన్‌ అయినా, కంపనీ మేకప్‌మాన్‌ అయినా నిర్మాణ సంస్థదే... "
0,రెమ్యూనరేషన్‌ బాధ్యత. మేకప్‌మాన్‌కు సినిమాలో పాత్ర స్వభావం తెలిసి ఉండాలి. అప్పుడే తగినట్లు మేకప్‌ చేయడానికి అవకాశం ఉంటుంది. 
0, విగ్గులు దాదాపు మేకప్‌మాన్‌లే చూసుకుంటున్నారు. ‘ఇప్పుడంటే ప్రతి ఒక్కరికీ పర్సనల్‌ మేకప్‌మాన్‌లు ఉన్నారు కానీ
0,"అయితే ఇప్పుడు హీరోలకు, హీరోయిన్లకు పర్సనల్‌ హేర్‌డ్రెస్సర్స్‌ ఉంటున్నారు. "
0,"కేశాలంకరణ, విగ్గు డిపార్ట్‌మెంట్‌ కూడా ఈ క్రాఫ్ట్‌ కిందికే వచ్చేది. "
1,పర్సనల్‌ మేకప్‌  ఆర్టిస్ట్‌కు స్టార్‌తో ప్రత్యేక అనుబంధం ఉంటుంది. తమ ఇంట్లో మనిషిగానే భావిస్తారు.
0,", ఒకప్పుడు మేకప్‌ ఆర్టిస్టులు చాలా తక్కువ ఉండేవారు. దీంతో తారలంతా మేకప్‌మాన్‌ ఇంటి ముందు వరుసకట్టేవారు. "
0,వారందరికీ మేకప్‌ వేసి షూటింగ్‌కు సిద్ధం చేసేవారు. సినిమా బడ్జెట్‌ను బట్టి మేకప్‌మాన్‌లను ఎంపిక చేసుకునేవారు.
0, సినిమా అయ్యేంతవరకూ  అన్ని పాత్రలకు తనే మేకప్‌ చేయాల్సి ఉండేది. కొన్ని నిర్మాణ సంస్థలకు పూర్తిస్థాయి మేకప్‌మాన్‌లు ఉండేవారు.
0," వారిని కంపెనీ మేకప్‌చీఫ్‌లు అని పిలిచేవారు. వారికింద కొంతమంది అసిస్టెంట్లు ఉండేవారు. జూనియర్‌ ఆర్టిస్టులు, డ్యాన్సర్‌లు, ఇతర పాత్రల్లో నటించేవారు ప్రస్తుతం…"
0, ఎవరి మేకప్‌ వారే వేసుకుంటున్నారు.
1,ఒక సినిమాలో నటుడు అవిటివాడు అయితే అందుకు తగినట్లు అతడికి మేకప్‌ చేయాలి.
1, నటుడిని నటుడిలా కాకుండా ఆయన చేసే పాత్రను ప్రేక్షకుడు గుర్తించేలా చేయాలంటే తగిన గెటప్‌ వేయాల్సి ఉంటుంది
0,". దాని కోసం మేకప్‌, విగ్గు, కేశాలంకరణ.."
0,". అప్పట్లో... అల్లూరి సీతారామరాజు, దాన వీర శూర కర్ణ! ఇప్పటి చిత్రాల్లో... భారతీయుడు, దశావతారం, అపరిచితుడు... ఇలా అనేకం."
1,. అన్నింటిలోనూ జాగ్రత్తలు తీసుకోవాలి.  మేకప్‌ కారణంగా మంచి పేరు వచ్చిన చిత్రాలు  చాలా ఉన్నాయి
0,మేకప్‌ అనగానే  ముఖానికి సంబంధించిన వ్యవహారమే అనుకుంటే పొరపాటు. 
0,కరోనా మహమ్మారి అన్ని దేశాలను వణికిస్తు న్నది. ఇప్పటి వరకు 22లక్షల మంది కరోనా బారిన పడగా..
0, ఇందులో లక్షన్నరకు పైగా ప్రాణాలు కోల్పోయారు. ఇక ఈ మహమ్మారి పాకిస్థాన్‌ను కూడా అతలాకుతలం చే స్తున్నది. 
0,రంజాన్ మాసం దగ్గరపడుతుంటే.. తబ్లీఘీ సభ్యుల జాడ దొరక్కపోవడం తో పాక్‌కు కరోనా టెన్షన్ మరింత పెరిగింది
0,. పాకిస్థాన్‌లోని లాహోర్‌లో గత మార్చి నెలలో తబ్లీఘీలు సమావేశం ఏర్పాటు చేశారు. ఈ సమావేశానికి విదేశీయులు కూడా రావడం.. 
0,వారి ద్వారా కరోనా పాజిటివ్ సోకడం పాకిస్థాన్‌లో కరోనా కేసులకు ఆజ్యం పోసినట్లైంది. 
0,ఈ సమేవేశంలో వేల మంది పాక్‌లోని తబ్లీఘీ సభ్యులు పాల్గొన్నారు
0,. అయితే వీరందరి అడ్రసులు కనుక్కునేందుకు ఎంత ప్రయత్నం చేసినా ట్రేస్ చేయలేకపో తున్నది. 
0,మరోవైపు ఇంకో మంత్రి.. అసలు పాక్‌లో కరోనా కేసులు పెరగడానికి తబ్లీగీ సమావేశాలే కారణమంటూ బహిరంగంగానే విమర్శలకు దిగుతున్నారు. 
0,తబ్లీఘీలకు ఎంతమందికి కరోనా సోకిందన్న దానిపై టెన్షన్ మొదలైంది. 
0,క‌రోనా వైర‌స్ మ‌హ‌మ్మారి కార‌ణంగా ల‌భించిన విరామం త‌న ల‌య‌ను దెబ్బ‌తీయ‌బోద‌ని  పాకిస్థాన్ స్టార్ ఆట‌గాడు బాబ‌ర్ ఆజ‌మ్ పేర్కొన్నాడు
0,. సుదీర్ఘ విరామం కార‌ణంగా బ‌ద్ద‌కం పెరిగినా.. అది త‌న ఆట‌పై పెద్ద‌గా ప్ర‌భావం చూప‌ద‌ని అన్నాడు.
0, ఇటీవ‌ల ఆడిన ఐదు టెస్టుల్లోనూ సెంచ‌రీలు బాదిన ఈ యువ ప్లేయ‌ర్‌.. మూలాల‌ను మ‌ర్చిపోన‌ని అన్నాడు. 
0,`క‌రోనా వైర‌స్ కార‌ణంగా కొన‌సాగుతున్న లాక్‌డౌన్ మ‌రికొంత కాలం ఇలాగే ఉంటే.. నేను బ‌ద్ద‌క‌స్తుడిగా త‌యార‌వుతా. 
0,తిరిగి గాడిన ప‌డేందుకు కాస్త స‌మ‌యం ప‌డుతుంది. అయినా మూలాల‌ను మ‌ర్చిపోను. విరామం త‌ర్వాత బ‌రిలో దిగినా..
0, మీరు ముందు చూసిన బాబ‌ర్‌లానే ఆడుతా` అని ఆజ‌మ్ చెప్పాడు.
0,దుకాణాలను నిర్ణీత సమయం కంటే ముదుగానే మూసేస్తున్నారని వచ్చిన వార్తల్లో ఎలాంటి వాస్తవం లేదని హైదరాబాద్‌ సీపీ అంజనీ కుమార్‌ తెలిపారు.
0, దుకాణాలను బలవంతంగా మూసేస్తున్నట్లు జరిగిన తప్పుడు వార్తల ప్రచారంలో నిజం లేదన్నారు
1,. నిత్యావసరాల దుకాణాలు మూసేయాలని ఎలాంటి ఉత్తర్వులు ఇవ్వలేదన్నారు. 
0,సమయానికంటే ముందే దుకాణాలు మూసేయించడం లేదన్నారు. 
1,నిత్యావసరాల సరఫరాలో ఇబ్బందులు తలెత్తకుండా చర్యలు తీసుకున్నట్లు తెలిపారు. 
0,"లాక్‌డౌన్‌ నిబంధనలు ఉల్లంఘించి హైదరాబాద్‌ కమిషనరేట్‌ పరిధిలో రోడ్లపైకి వచ్చిన 15,315 వాహనదారులకు జరిమానా విధించినట్లు చెప్పారు. "
0,"అదేవిధంగా నిబంధనలు ఉల్లంఘించిన 3,634 వాహనాలను స్వాధీనం చేసుకున్నట్లు పేర్కొన్నారు."
1,సివిల్‌ సర్వీసు డే ను పురస్కరించుకుని రాష్ట్ర ముఖ్యమంత్రి కే.చంద్రశేఖర్‌ రావు సివిల్‌ సర్వీసు అధికారులకు శుభాకాంక్షలు తెలిపారు.
1, సివిల్‌ సర్వీసు అధికారులు అద్భుత సేవలు అందిస్తున్నారన్నారు.
1, ప్రత్యేకంగా కరోనా పోరులో సివిల్‌ సర్వీసు అధికారులు అద్భుతంగా పనిచేస్తున్నారన్నారు. 
1,తమ చిత్తశుద్ధితో ఇతరులకు ఆదర్శంగా నిలుస్తున్నారని సీఎం పేర్కొన్నారు.
